"","branch_office","month_tz","day_tz","day_of_week_tz","hour_tz","tiempodeses","visitor"
"2746",1,11,15,"Tuesday",17,0,"false"
"2747",3,11,27,"Sunday",15,0,"false"
"2748",1,11,1,"Tuesday",19,0,"false"
"2749",3,11,4,"Friday",7,0,"false"
"2750",1,10,27,"Thursday",8,484,"true"
"2751",1,10,27,"Thursday",14,0,"false"
"2752",3,11,7,"Monday",16,27217,"true"
"2753",1,11,6,"Sunday",23,0,"false"
"2754",1,11,3,"Thursday",9,0,"false"
"2755",1,10,31,"Monday",19,29,"false"
"2756",3,11,4,"Friday",12,203,"true"
"2757",1,11,1,"Tuesday",20,0,"false"
"2758",1,11,7,"Monday",17,0,"false"
"2759",1,11,9,"Wednesday",14,256,"true"
"2760",1,11,3,"Thursday",17,0,"false"
"2761",3,11,27,"Sunday",14,0,"false"
"2762",1,11,10,"Thursday",15,41,"false"
"2763",2,11,6,"Sunday",20,20177,"true"
"2764",1,10,31,"Monday",14,10678,"true"
"2765",2,11,15,"Tuesday",7,0,"false"
"2766",3,11,29,"Tuesday",10,0,"false"
"2767",1,10,30,"Sunday",15,170,"true"
"2768",2,11,17,"Thursday",12,650,"true"
"2769",3,11,10,"Thursday",11,0,"false"
"2770",3,11,9,"Wednesday",22,0,"false"
"2771",1,10,26,"Wednesday",18,0,"false"
"2772",1,10,27,"Thursday",23,0,"false"
"2773",3,11,4,"Friday",11,5417,"true"
"2774",3,11,29,"Tuesday",21,0,"false"
"2775",3,11,2,"Wednesday",19,0,"false"
"2776",1,10,28,"Friday",8,322,"true"
"2777",3,11,29,"Tuesday",21,0,"false"
"2778",3,11,2,"Wednesday",14,0,"false"
"2779",3,11,29,"Tuesday",14,0,"false"
"2780",1,11,23,"Wednesday",16,74,"false"
"2781",3,11,4,"Friday",16,0,"false"
"2782",3,11,15,"Tuesday",17,492,"true"
"2783",1,11,23,"Wednesday",15,0,"false"
"2784",1,11,5,"Saturday",15,0,"false"
"2785",3,11,12,"Saturday",14,0,"false"
"2786",3,11,23,"Wednesday",18,0,"false"
"2787",3,11,7,"Monday",17,0,"false"
"2788",1,11,7,"Monday",13,8193,"true"
"2789",1,11,8,"Tuesday",12,42,"false"
"2790",3,11,3,"Thursday",13,0,"false"
"2791",3,11,11,"Friday",16,0,"false"
"2792",2,11,29,"Tuesday",11,15198,"true"
"2793",3,11,2,"Wednesday",9,0,"false"
"2794",1,11,16,"Wednesday",17,0,"false"
"2795",3,11,6,"Sunday",15,0,"false"
"2796",1,11,12,"Saturday",8,0,"false"
"2797",3,11,28,"Monday",10,0,"false"
"2798",3,11,14,"Monday",22,0,"false"
"2799",1,10,27,"Thursday",12,5442,"true"
"2800",1,11,10,"Thursday",12,0,"false"
"2801",1,11,3,"Thursday",8,1577,"true"
"2802",1,11,9,"Wednesday",15,24,"false"
"2803",3,11,29,"Tuesday",12,0,"false"
"2804",1,11,4,"Friday",8,2315,"true"
"2805",1,10,28,"Friday",8,0,"false"
"2806",1,11,29,"Tuesday",5,83,"false"
"2807",1,11,28,"Monday",18,57,"false"
"2808",3,11,14,"Monday",15,1565,"true"
"2809",1,11,8,"Tuesday",10,27,"false"
"2810",1,11,14,"Monday",9,0,"false"
"2811",1,11,8,"Tuesday",9,507,"true"
"2812",1,11,1,"Tuesday",17,0,"false"
"2813",1,11,7,"Monday",11,791,"true"
"2814",1,11,19,"Saturday",16,0,"false"
"2815",3,11,16,"Wednesday",14,2032,"true"
"2816",3,11,24,"Thursday",6,0,"false"
"2817",1,11,15,"Tuesday",18,38886,"true"
"2818",1,10,25,"Tuesday",12,67999,"true"
"2819",1,11,5,"Saturday",19,91,"true"
"2820",1,11,2,"Wednesday",7,0,"false"
"2821",1,10,28,"Friday",9,0,"false"
"2822",3,11,15,"Tuesday",22,0,"false"
"2823",2,11,10,"Thursday",12,1260,"true"
"2824",3,11,19,"Saturday",16,0,"false"
"2825",2,11,9,"Wednesday",10,0,"false"
"2826",3,11,24,"Thursday",14,242,"true"
"2827",1,11,8,"Tuesday",9,5353,"true"
"2828",1,11,6,"Sunday",17,395,"true"
"2829",1,11,9,"Wednesday",7,0,"false"
"2830",1,11,12,"Saturday",17,123,"true"
"2831",1,10,28,"Friday",20,0,"false"
"2832",3,11,16,"Wednesday",5,1487,"true"
"2833",3,11,29,"Tuesday",7,3,"false"
"2834",3,11,6,"Sunday",17,550,"true"
"2835",1,11,4,"Friday",19,813,"true"
"2836",3,11,30,"Wednesday",8,3435,"true"
"2837",3,11,7,"Monday",13,0,"false"
"2838",3,11,29,"Tuesday",18,1817,"true"
"2839",2,11,3,"Thursday",16,0,"false"
"2840",1,10,30,"Sunday",0,0,"false"
"2841",1,11,4,"Friday",14,0,"false"
"2842",1,11,24,"Thursday",11,0,"false"
"2843",1,10,30,"Sunday",1,76,"false"
"2844",3,11,6,"Sunday",20,976,"true"
"2845",3,11,9,"Wednesday",13,0,"false"
"2846",3,11,16,"Wednesday",9,0,"false"
"2847",3,11,13,"Sunday",19,24,"false"
"2848",1,11,10,"Thursday",7,0,"false"
"2849",3,11,23,"Wednesday",21,0,"false"
"2850",3,11,10,"Thursday",15,0,"false"
"2851",1,10,29,"Saturday",20,0,"false"
"2852",1,10,29,"Saturday",13,277,"true"
"2853",3,11,19,"Saturday",17,0,"false"
"2854",3,11,4,"Friday",13,0,"false"
"2855",3,11,4,"Friday",5,0,"false"
"2856",3,11,10,"Thursday",13,55,"false"
"2857",3,11,16,"Wednesday",17,37176,"true"
"2858",2,11,3,"Thursday",16,607,"true"
"2859",3,11,6,"Sunday",14,3132,"true"
"2860",1,11,19,"Saturday",15,0,"false"
"2861",1,11,7,"Monday",7,0,"false"
"2862",3,11,4,"Friday",9,0,"false"
"2863",3,11,13,"Sunday",18,419,"true"
"2864",1,11,7,"Monday",20,861,"true"
"2865",2,11,14,"Monday",20,9476,"true"
"2866",1,11,3,"Thursday",9,0,"false"
"2867",3,11,23,"Wednesday",20,35294,"true"
"2868",2,11,3,"Thursday",18,61,"true"
"2869",1,11,24,"Thursday",10,80,"true"
"2870",1,11,29,"Tuesday",8,0,"false"
"2871",3,11,8,"Tuesday",23,0,"false"
"2872",3,11,2,"Wednesday",17,0,"false"
"2873",1,11,7,"Monday",12,0,"false"
"2874",1,11,5,"Saturday",14,0,"false"
"2875",1,10,27,"Thursday",10,0,"false"
"2876",3,11,17,"Thursday",14,0,"false"
"2877",1,10,28,"Friday",16,0,"false"
"2878",3,11,5,"Saturday",14,0,"false"
"2879",1,10,27,"Thursday",12,0,"false"
"2880",1,11,11,"Friday",23,41,"true"
"2881",1,10,29,"Saturday",11,0,"false"
"2882",3,11,12,"Saturday",14,0,"false"
"2883",3,11,2,"Wednesday",10,9564,"true"
"2884",3,11,13,"Sunday",16,0,"false"
"2885",1,10,28,"Friday",10,57,"false"
"2886",1,10,30,"Sunday",16,0,"false"
"2887",3,11,9,"Wednesday",19,0,"false"
"2888",1,11,29,"Tuesday",19,0,"false"
"2889",3,11,10,"Thursday",7,298,"true"
"2890",1,11,3,"Thursday",15,0,"false"
"2891",3,11,7,"Monday",23,636,"true"
"2892",1,11,16,"Wednesday",18,0,"false"
"2893",2,11,28,"Monday",17,62502,"true"
"2894",1,11,3,"Thursday",7,0,"false"
"2895",1,11,16,"Wednesday",12,1739,"true"
"2896",1,11,6,"Sunday",20,831,"true"
"2897",1,11,12,"Saturday",12,0,"false"
"2898",2,11,23,"Wednesday",19,0,"false"
"2899",1,11,6,"Sunday",15,0,"false"
"2900",1,11,9,"Wednesday",10,1514,"true"
"2901",3,11,3,"Thursday",13,0,"false"
"2902",1,10,27,"Thursday",9,0,"false"
"2903",1,11,7,"Monday",19,0,"false"
"2904",3,11,14,"Monday",11,0,"false"
"2905",3,11,30,"Wednesday",16,9,"false"
"2906",1,11,4,"Friday",20,0,"false"
"2907",3,11,16,"Wednesday",15,0,"false"
"2908",3,11,10,"Thursday",16,10491,"true"
"2909",3,11,23,"Wednesday",21,0,"false"
"2910",3,11,16,"Wednesday",20,0,"false"
"2911",1,11,27,"Sunday",17,36,"false"
"2912",2,11,10,"Thursday",8,0,"false"
"2913",2,11,27,"Sunday",18,7048,"true"
"2914",3,11,15,"Tuesday",17,0,"false"
"2915",1,10,30,"Sunday",7,1486,"true"
"2916",3,11,24,"Thursday",6,630,"true"
"2917",3,11,30,"Wednesday",7,0,"false"
"2918",2,11,7,"Monday",20,7833,"true"
"2919",3,11,12,"Saturday",22,741,"true"
"2920",3,11,2,"Wednesday",11,0,"false"
"2921",1,11,16,"Wednesday",16,0,"false"
"2922",3,11,17,"Thursday",5,0,"false"
"2923",1,11,28,"Monday",9,1869,"true"
"2924",1,11,2,"Wednesday",17,0,"false"
"2925",3,11,3,"Thursday",23,19275,"true"
"2926",1,11,17,"Thursday",15,0,"false"
"2927",1,11,12,"Saturday",19,0,"false"
"2928",1,10,30,"Sunday",17,0,"false"
"2929",1,11,19,"Saturday",17,368,"true"
"2930",3,11,15,"Tuesday",9,0,"false"
"2931",1,11,23,"Wednesday",19,0,"false"
"2932",2,11,16,"Wednesday",11,9,"false"
"2933",1,11,9,"Wednesday",22,3698,"true"
"2934",1,11,3,"Thursday",9,9269,"true"
"2935",1,11,12,"Saturday",0,727,"true"
"2936",3,11,15,"Tuesday",7,0,"false"
"2937",1,11,29,"Tuesday",18,0,"false"
"2938",3,11,14,"Monday",16,624,"true"
"2939",1,11,5,"Saturday",14,0,"false"
"2940",3,11,3,"Thursday",9,0,"false"
"2941",1,11,24,"Thursday",10,1404,"true"
"2942",3,11,15,"Tuesday",7,0,"false"
"2943",1,11,5,"Saturday",7,108,"true"
"2944",3,11,6,"Sunday",21,941,"true"
"2945",1,11,4,"Friday",18,15,"false"
"2946",2,11,24,"Thursday",13,0,"false"
"2947",1,10,30,"Sunday",10,4393,"true"
"2948",2,11,3,"Thursday",20,9744,"true"
"2949",3,11,12,"Saturday",14,48144,"true"
"2950",3,11,7,"Monday",22,21825,"true"
"2951",1,10,28,"Friday",9,0,"false"
"2952",3,11,24,"Thursday",5,0,"false"
"2953",1,10,31,"Monday",18,60,"true"
"2954",3,11,2,"Wednesday",21,1860,"true"
"2955",1,11,28,"Monday",9,0,"false"
"2956",1,11,7,"Monday",21,0,"false"
"2957",2,11,4,"Friday",16,0,"false"
"2958",1,11,12,"Saturday",15,0,"false"
"2959",1,11,4,"Friday",10,0,"false"
"2960",3,11,10,"Thursday",9,0,"false"
"2961",1,11,7,"Monday",21,0,"false"
"2962",2,11,29,"Tuesday",14,1351,"true"
"2963",1,11,14,"Monday",10,60,"false"
"2964",1,11,1,"Tuesday",20,0,"false"
"2965",1,11,16,"Wednesday",22,8,"false"
"2966",3,11,27,"Sunday",17,18195,"true"
"2967",2,11,24,"Thursday",1,0,"false"
"2968",1,11,9,"Wednesday",15,0,"false"
"2969",1,10,30,"Sunday",17,0,"false"
"2970",3,11,23,"Wednesday",21,0,"false"
"2971",3,11,4,"Friday",6,0,"false"
"2972",1,10,27,"Thursday",23,0,"false"
"2973",2,11,9,"Wednesday",18,23284,"true"
"2974",3,11,11,"Friday",20,157,"true"
"2975",3,11,7,"Monday",20,0,"false"
"2976",1,11,28,"Monday",11,74,"false"
"2977",3,11,12,"Saturday",14,438,"true"
"2978",3,11,14,"Monday",20,0,"false"
"2979",1,11,5,"Saturday",19,0,"false"
"2980",2,11,23,"Wednesday",22,3991,"true"
"2981",2,11,7,"Monday",21,0,"false"
"2982",3,11,10,"Thursday",14,0,"false"
"2983",3,11,7,"Monday",13,1710,"true"
"2984",3,11,7,"Monday",10,0,"false"
"2985",1,11,1,"Tuesday",10,894,"true"
"2986",3,11,13,"Sunday",17,0,"false"
"2987",1,11,7,"Monday",14,21685,"true"
"2988",1,11,19,"Saturday",17,6091,"true"
"2989",3,11,29,"Tuesday",11,0,"false"
"2990",1,11,14,"Monday",15,0,"false"
"2991",1,11,23,"Wednesday",19,0,"false"
"2992",3,11,16,"Wednesday",14,0,"false"
"2993",2,11,13,"Sunday",11,0,"false"
"2994",1,11,4,"Friday",16,0,"false"
"2995",2,11,28,"Monday",19,0,"false"
"2996",3,11,17,"Thursday",10,0,"false"
"2997",3,11,2,"Wednesday",16,0,"false"
"2998",2,11,8,"Tuesday",10,0,"false"
"2999",2,11,13,"Sunday",15,14,"false"
"3000",1,10,29,"Saturday",21,0,"false"
"3001",1,11,1,"Tuesday",11,26,"false"
"3002",1,10,29,"Saturday",11,0,"false"
"3003",1,10,29,"Saturday",16,0,"false"
"3004",1,10,30,"Sunday",13,0,"false"
"3005",2,11,29,"Tuesday",12,3718,"true"
"3006",3,11,4,"Friday",19,0,"false"
"3007",3,11,15,"Tuesday",14,0,"false"
"3008",1,11,29,"Tuesday",17,13514,"true"
"3009",1,11,9,"Wednesday",14,0,"false"
"3010",1,11,15,"Tuesday",19,194,"true"
"3011",1,11,14,"Monday",20,0,"false"
"3012",2,11,15,"Tuesday",8,18,"false"
"3013",3,11,27,"Sunday",18,879,"true"
"3014",1,11,1,"Tuesday",14,0,"false"
"3015",1,10,27,"Thursday",18,60,"true"
"3016",3,11,14,"Monday",18,0,"false"
"3017",1,11,28,"Monday",21,0,"false"
"3018",3,11,14,"Monday",17,12980,"true"
"3019",3,11,10,"Thursday",14,0,"false"
"3020",1,11,27,"Sunday",23,21,"false"
"3021",1,11,4,"Friday",11,38,"false"
"3022",1,11,1,"Tuesday",12,3337,"true"
"3023",1,11,1,"Tuesday",18,0,"false"
"3024",1,11,14,"Monday",12,0,"false"
"3025",1,11,10,"Thursday",9,1960,"true"
"3026",3,11,30,"Wednesday",8,0,"false"
"3027",3,11,3,"Thursday",17,19178,"true"
"3028",3,11,28,"Monday",8,156,"true"
"3029",3,11,24,"Thursday",8,0,"false"
"3030",2,11,28,"Monday",14,30998,"true"
"3031",3,11,12,"Saturday",20,1376,"true"
"3032",1,11,9,"Wednesday",10,50,"false"
"3033",2,11,8,"Tuesday",14,0,"false"
"3034",3,11,4,"Friday",18,0,"false"
"3035",3,11,5,"Saturday",16,5739,"true"
"3036",1,11,4,"Friday",23,51,"true"
"3037",1,11,15,"Tuesday",21,1058,"true"
"3038",2,11,12,"Saturday",14,27323,"true"
"3039",1,11,30,"Wednesday",8,95,"true"
"3040",1,11,16,"Wednesday",10,5316,"true"
"3041",1,11,29,"Tuesday",20,0,"false"
"3042",3,11,3,"Thursday",20,0,"false"
"3043",1,11,4,"Friday",18,0,"false"
"3044",3,11,7,"Monday",9,776,"true"
"3045",1,11,3,"Thursday",11,122,"true"
"3046",3,11,2,"Wednesday",10,0,"false"
"3047",3,11,4,"Friday",20,0,"false"
"3048",1,11,1,"Tuesday",22,450,"true"
"3049",3,11,29,"Tuesday",13,0,"false"
"3050",2,11,12,"Saturday",13,0,"false"
"3051",3,11,2,"Wednesday",21,4137,"true"
"3052",2,11,10,"Thursday",15,803,"true"
"3053",3,11,24,"Thursday",11,0,"false"
"3054",1,11,11,"Friday",16,0,"false"
"3055",2,11,5,"Saturday",17,15202,"true"
"3056",1,10,27,"Thursday",16,45,"false"
"3057",2,11,9,"Wednesday",21,0,"false"
"3058",3,11,23,"Wednesday",18,0,"false"
"3059",1,10,27,"Thursday",9,0,"false"
"3060",1,11,9,"Wednesday",9,0,"false"
"3061",3,11,16,"Wednesday",15,2743,"true"
"3062",1,11,11,"Friday",16,5797,"true"
"3063",1,11,5,"Saturday",9,0,"false"
"3064",3,11,5,"Saturday",15,0,"false"
"3065",1,11,9,"Wednesday",14,6361,"true"
"3066",1,11,24,"Thursday",11,0,"false"
"3067",3,11,13,"Sunday",20,1848,"true"
"3068",3,11,9,"Wednesday",6,0,"false"
"3069",1,11,3,"Thursday",18,0,"false"
"3070",3,11,8,"Tuesday",21,0,"false"
"3071",3,11,27,"Sunday",13,26128,"true"
"3072",1,10,29,"Saturday",17,122,"true"
"3073",1,11,5,"Saturday",12,0,"false"
"3074",1,11,11,"Friday",13,0,"false"
"3075",3,11,28,"Monday",17,2514,"true"
"3076",1,10,31,"Monday",13,0,"false"
"3077",3,11,5,"Saturday",10,0,"false"
"3078",1,11,4,"Friday",10,0,"false"
"3079",1,11,3,"Thursday",12,0,"false"
"3080",1,11,1,"Tuesday",20,0,"false"
"3081",1,11,13,"Sunday",21,0,"false"
"3082",3,11,17,"Thursday",16,0,"false"
"3083",3,11,15,"Tuesday",18,0,"false"
"3084",3,11,6,"Sunday",9,0,"false"
"3085",3,11,3,"Thursday",20,59,"false"
"3086",2,11,10,"Thursday",10,1614,"true"
"3087",3,11,28,"Monday",19,0,"false"
"3088",3,11,9,"Wednesday",22,0,"false"
"3089",1,11,4,"Friday",20,0,"false"
"3090",3,11,29,"Tuesday",7,0,"false"
"3091",1,11,24,"Thursday",8,64,"false"
"3092",2,11,4,"Friday",14,64402,"true"
"3093",3,11,19,"Saturday",13,0,"false"
"3094",1,11,2,"Wednesday",13,0,"false"
"3095",3,11,8,"Tuesday",14,0,"false"
"3096",3,11,19,"Saturday",19,0,"false"
"3097",3,11,7,"Monday",18,0,"false"
"3098",2,11,13,"Sunday",19,1088,"true"
"3099",1,10,29,"Saturday",11,0,"false"
"3100",3,11,15,"Tuesday",8,0,"false"
"3101",1,11,29,"Tuesday",15,0,"false"
"3102",3,11,15,"Tuesday",0,0,"false"
"3103",1,11,15,"Tuesday",14,0,"false"
"3104",2,11,12,"Saturday",19,1226,"true"
"3105",1,11,9,"Wednesday",16,143,"true"
"3106",1,11,1,"Tuesday",18,0,"false"
"3107",3,11,28,"Monday",21,0,"false"
"3108",3,11,14,"Monday",5,0,"false"
"3109",2,11,16,"Wednesday",17,2610,"true"
"3110",1,11,1,"Tuesday",14,0,"false"
"3111",3,11,16,"Wednesday",8,0,"false"
"3112",1,11,14,"Monday",21,12420,"true"
"3113",1,11,11,"Friday",16,233,"true"
"3114",2,11,8,"Tuesday",14,0,"false"
"3115",1,11,29,"Tuesday",15,0,"false"
"3116",1,11,11,"Friday",17,32,"false"
"3117",1,11,4,"Friday",18,0,"false"
"3118",3,11,29,"Tuesday",16,0,"false"
"3119",3,11,29,"Tuesday",10,0,"false"
"3120",1,11,28,"Monday",1,1169,"true"
"3121",2,11,7,"Monday",23,0,"false"
"3122",3,11,3,"Thursday",8,0,"false"
"3123",3,11,7,"Monday",21,0,"false"
"3124",3,11,3,"Thursday",9,0,"false"
"3125",1,11,28,"Monday",14,0,"false"
"3126",3,11,30,"Wednesday",10,0,"false"
"3127",1,11,16,"Wednesday",8,15300,"true"
"3128",3,11,9,"Wednesday",11,0,"false"
"3129",1,11,13,"Sunday",10,0,"false"
"3130",1,11,13,"Sunday",16,45,"false"
"3131",1,11,23,"Wednesday",18,0,"false"
"3132",1,11,7,"Monday",18,133,"true"
"3133",1,11,9,"Wednesday",16,0,"false"
"3134",1,11,1,"Tuesday",15,0,"false"
"3135",1,11,9,"Wednesday",18,0,"false"
"3136",3,11,3,"Thursday",21,0,"false"
"3137",1,11,9,"Wednesday",9,0,"false"
"3138",1,10,26,"Wednesday",15,0,"false"
"3139",1,11,7,"Monday",16,0,"false"
"3140",1,10,29,"Saturday",18,1786,"true"
"3141",1,11,29,"Tuesday",22,20,"false"
"3142",1,10,28,"Friday",1,79,"false"
"3143",3,11,7,"Monday",14,0,"false"
"3144",1,11,14,"Monday",8,0,"false"
"3145",1,11,29,"Tuesday",20,0,"false"
"3146",2,11,8,"Tuesday",10,4882,"true"
"3147",3,11,4,"Friday",20,0,"false"
"3148",3,11,4,"Friday",17,0,"false"
"3149",3,11,15,"Tuesday",8,1482,"true"
"3150",3,11,23,"Wednesday",19,0,"false"
"3151",3,11,16,"Wednesday",17,0,"false"
"3152",1,11,12,"Saturday",4,12781,"true"
"3153",3,11,4,"Friday",6,0,"false"
"3154",2,11,15,"Tuesday",8,3004,"true"
"3155",1,11,1,"Tuesday",6,33,"false"
"3156",3,11,29,"Tuesday",20,0,"false"
"3157",1,11,11,"Friday",15,1639,"true"
"3158",1,10,28,"Friday",9,0,"false"
"3159",1,11,10,"Thursday",16,316,"true"
"3160",3,11,4,"Friday",8,0,"false"
"3161",1,11,5,"Saturday",13,0,"false"
"3162",1,10,31,"Monday",15,0,"false"
"3163",1,11,15,"Tuesday",15,0,"false"
"3164",1,11,9,"Wednesday",23,0,"false"
"3165",3,11,7,"Monday",18,0,"false"
"3166",3,11,27,"Sunday",13,0,"false"
"3167",1,11,15,"Tuesday",19,0,"false"
"3168",3,11,17,"Thursday",9,0,"false"
"3169",3,11,19,"Saturday",13,0,"false"
"3170",3,11,3,"Thursday",7,0,"false"
"3171",3,11,13,"Sunday",9,0,"false"
"3172",3,11,16,"Wednesday",18,24,"false"
"3173",3,11,16,"Wednesday",12,310,"true"
"3174",1,11,16,"Wednesday",19,0,"false"
"3175",3,11,15,"Tuesday",23,0,"false"
"3176",1,10,31,"Monday",13,66,"false"
"3177",1,11,29,"Tuesday",12,25064,"true"
"3178",1,11,13,"Sunday",12,0,"false"
"3179",1,10,30,"Sunday",11,9,"false"
"3180",1,11,6,"Sunday",17,0,"false"
"3181",3,11,5,"Saturday",8,168,"true"
"3182",3,11,14,"Monday",19,1147,"true"
"3183",2,11,28,"Monday",22,38930,"true"
"3184",1,11,2,"Wednesday",15,0,"false"
"3185",3,11,4,"Friday",17,31,"false"
"3186",3,11,12,"Saturday",14,0,"false"
"3187",3,11,16,"Wednesday",9,0,"false"
"3188",1,11,24,"Thursday",11,2178,"true"
"3189",1,11,4,"Friday",6,20263,"true"
"3190",3,11,12,"Saturday",17,0,"false"
"3191",1,11,5,"Saturday",20,539,"true"
"3192",1,11,23,"Wednesday",16,2280,"true"
"3193",3,11,8,"Tuesday",14,0,"false"
"3194",1,11,7,"Monday",18,136,"true"
"3195",1,11,14,"Monday",11,454,"true"
"3196",1,11,1,"Tuesday",4,0,"false"
"3197",1,11,8,"Tuesday",10,0,"false"
"3198",1,11,8,"Tuesday",15,0,"false"
"3199",3,11,3,"Thursday",12,0,"false"
"3200",1,10,26,"Wednesday",19,0,"false"
"3201",1,10,31,"Monday",8,198,"true"
"3202",3,11,13,"Sunday",9,0,"false"
"3203",3,11,8,"Tuesday",18,0,"false"
"3204",3,11,5,"Saturday",14,0,"false"
"3205",3,11,12,"Saturday",14,25,"false"
"3206",3,11,13,"Sunday",20,0,"false"
"3207",3,11,9,"Wednesday",7,0,"false"
"3208",3,11,24,"Thursday",14,0,"false"
"3209",1,11,1,"Tuesday",8,0,"false"
"3210",1,11,3,"Thursday",12,8640,"true"
"3211",2,11,13,"Sunday",13,0,"false"
"3212",3,11,29,"Tuesday",8,0,"false"
"3213",1,11,17,"Thursday",7,62055,"true"
"3214",1,11,15,"Tuesday",16,197,"true"
"3215",1,10,28,"Friday",17,16,"false"
"3216",3,11,30,"Wednesday",14,0,"false"
"3217",1,11,2,"Wednesday",8,25,"false"
"3218",3,11,19,"Saturday",16,9213,"true"
"3219",1,11,29,"Tuesday",12,2040,"true"
"3220",2,11,7,"Monday",19,0,"false"
"3221",1,10,27,"Thursday",19,0,"false"
"3222",1,11,14,"Monday",10,20,"false"
"3223",3,11,16,"Wednesday",10,0,"false"
"3224",1,10,29,"Saturday",13,18684,"true"
"3225",1,11,5,"Saturday",14,6266,"true"
"3226",1,11,29,"Tuesday",8,0,"false"
"3227",1,11,15,"Tuesday",7,18757,"true"
"3228",1,10,29,"Saturday",1,0,"false"
"3229",1,11,4,"Friday",12,0,"false"
"3230",1,11,2,"Wednesday",19,0,"false"
"3231",1,11,29,"Tuesday",8,297,"true"
"3232",1,11,9,"Wednesday",14,0,"false"
"3233",3,11,7,"Monday",6,0,"false"
"3234",3,11,9,"Wednesday",14,0,"false"
"3235",3,11,23,"Wednesday",14,9020,"true"
"3236",1,11,29,"Tuesday",10,1713,"true"
"3237",3,11,10,"Thursday",15,0,"false"
"3238",3,11,15,"Tuesday",14,0,"false"
"3239",3,11,16,"Wednesday",19,803,"true"
"3240",3,11,12,"Saturday",14,2698,"true"
"3241",1,10,25,"Tuesday",16,243,"true"
"3242",3,11,13,"Sunday",20,0,"false"
"3243",1,11,28,"Monday",1,0,"false"
"3244",3,11,19,"Saturday",17,38,"false"
"3245",3,11,12,"Saturday",17,27205,"true"
"3246",1,11,24,"Thursday",12,1121,"true"
"3247",2,11,10,"Thursday",9,0,"false"
"3248",3,11,19,"Saturday",19,407,"true"
"3249",1,11,28,"Monday",16,0,"false"
"3250",1,10,29,"Saturday",21,10,"false"
"3251",1,11,10,"Thursday",10,1100,"true"
"3252",3,11,16,"Wednesday",17,0,"false"
"3253",1,11,14,"Monday",21,0,"false"
"3254",1,11,12,"Saturday",22,1734,"true"
"3255",2,11,15,"Tuesday",6,0,"false"
"3256",1,11,1,"Tuesday",19,0,"false"
"3257",1,11,8,"Tuesday",8,0,"false"
"3258",2,11,16,"Wednesday",19,5520,"true"
"3259",3,11,14,"Monday",14,0,"false"
"3260",1,11,17,"Thursday",15,0,"false"
"3261",1,10,27,"Thursday",3,261,"true"
"3262",2,11,8,"Tuesday",17,0,"false"
"3263",3,11,6,"Sunday",18,0,"false"
"3264",3,11,24,"Thursday",6,0,"false"
"3265",1,11,9,"Wednesday",13,45,"false"
"3266",3,11,17,"Thursday",11,0,"false"
"3267",1,10,24,"Monday",18,0,"false"
"3268",3,11,8,"Tuesday",22,0,"false"
"3269",1,11,29,"Tuesday",15,19460,"true"
"3270",1,11,1,"Tuesday",7,244,"true"
"3271",1,10,31,"Monday",20,0,"false"
"3272",1,11,24,"Thursday",7,4,"false"
"3273",1,11,30,"Wednesday",17,149,"true"
"3274",1,11,13,"Sunday",18,4808,"true"
"3275",1,10,31,"Monday",16,12122,"true"
"3276",1,11,24,"Thursday",13,2844,"true"
"3277",1,10,27,"Thursday",21,0,"false"
"3278",1,11,15,"Tuesday",14,0,"false"
"3279",1,11,16,"Wednesday",12,0,"false"
"3280",1,11,8,"Tuesday",15,2716,"true"
"3281",3,11,28,"Monday",20,0,"false"
"3282",2,11,11,"Friday",18,56,"true"
"3283",1,11,4,"Friday",20,92,"true"
"3284",2,11,7,"Monday",19,3476,"true"
"3285",1,11,15,"Tuesday",15,2704,"true"
"3286",3,11,11,"Friday",16,0,"false"
"3287",2,11,12,"Saturday",14,33952,"true"
"3288",1,11,12,"Saturday",9,4,"false"
"3289",2,11,17,"Thursday",8,0,"false"
"3290",3,11,15,"Tuesday",17,0,"false"
"3291",1,10,30,"Sunday",6,7603,"true"
"3292",1,11,9,"Wednesday",14,6343,"true"
"3293",1,11,12,"Saturday",16,32804,"true"
"3294",3,11,4,"Friday",22,199,"true"
"3295",3,11,4,"Friday",21,0,"false"
"3296",1,11,7,"Monday",8,0,"false"
"3297",3,11,16,"Wednesday",12,504,"true"
"3298",1,11,1,"Tuesday",9,142,"true"
"3299",3,11,2,"Wednesday",17,0,"false"
"3300",3,11,10,"Thursday",11,0,"false"
"3301",1,11,24,"Thursday",13,35,"false"
"3302",1,11,27,"Sunday",19,12501,"true"
"3303",1,11,13,"Sunday",2,739,"true"
"3304",2,11,30,"Wednesday",4,1339,"true"
"3305",1,11,16,"Wednesday",13,9194,"true"
"3306",3,11,19,"Saturday",17,0,"false"
"3307",1,11,29,"Tuesday",19,0,"false"
"3308",3,11,15,"Tuesday",13,0,"false"
"3309",1,11,7,"Monday",14,62,"false"
"3310",3,11,5,"Saturday",15,0,"false"
"3311",1,10,29,"Saturday",0,2735,"true"
"3312",3,11,14,"Monday",8,0,"false"
"3313",2,11,7,"Monday",18,6747,"true"
"3314",1,10,27,"Thursday",14,0,"false"
"3315",1,11,3,"Thursday",8,0,"false"
"3316",3,11,27,"Sunday",16,2464,"true"
"3317",3,11,9,"Wednesday",1,0,"false"
"3318",3,11,14,"Monday",15,0,"false"
